dataset,task,task_type,method,split,metric_name,metric_value,ci_lower,ci_upper,n_folds,cell_deg,feature_dim,n_samples,n_test,seed,model_name,model_target
dm-lcmap_luc,lcmap_luc,classification,linear,spatial,accuracy,0.7154953598976135,0.6472813128664414,0.7837094069287855,5,10.0,4,991,991,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lc,lucas_lc,classification,knn5,random,accuracy,0.27235482575409475,0.2700197805824631,0.2746898709257264,5,10.0,4,203569,203569,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lc,lucas_lc,classification,linear,random,accuracy,0.2511089652776718,0.2489191903252669,0.2532987402300767,5,10.0,4,203569,203569,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lc,lucas_lc,classification,knn5,spatial,accuracy,0.14595791664427482,0.12259379198366767,0.169322041304882,5,10.0,4,203569,203569,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lc,lucas_lc,classification,linear,spatial,accuracy,0.22270595133304597,0.17417481804559962,0.27123708462049234,5,10.0,4,203569,203569,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lu,lucas_lu,classification,knn5,random,accuracy,0.5924939818457118,0.5912936334669281,0.5936943302244955,5,10.0,4,226858,226858,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lu,lucas_lu,classification,linear,random,accuracy,0.5412548780441284,0.5394130173767994,0.5430967387114575,5,10.0,4,226858,226858,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lu,lucas_lu,classification,knn5,spatial,accuracy,0.45409812000336053,0.39540298516499467,0.5127932548417263,5,10.0,4,226858,226858,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-lucas_lu,lucas_lu,classification,linear,spatial,accuracy,0.504948079586029,0.4093121648322119,0.6005839943398462,5,10.0,4,226858,226858,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-openet_ensemble,openet_ensemble,regression,linear,random,r2,0.04223113188470255,0.03834529612547913,0.04611696764392598,5,10.0,4,35683,35683,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-openet_ensemble,openet_ensemble,regression,linear,spatial,r2,0.008890715860354947,-0.024659380610743506,0.0424408123314534,5,10.0,4,35683,35683,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-us_trees,us_trees,classification,knn5,random,accuracy,0.15900585233441542,0.15680287719524796,0.16120882747358287,5,10.0,4,45382,45382,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-us_trees,us_trees,classification,linear,random,accuracy,0.09891598671674728,0.09431531625215113,0.10351665718134344,5,10.0,4,45382,45382,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-us_trees,us_trees,classification,knn5,spatial,accuracy,0.07938881830991021,0.06603066738879389,0.09274696923102653,5,10.0,4,45382,45382,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-us_trees,us_trees,classification,linear,spatial,accuracy,0.0645789548754692,0.03270506553510684,0.09645284421583157,5,10.0,4,45382,45382,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
pdfm-conus27,Percent_Person_WithHighCholesterol,regression,linear,random,r2,0.28871754406813616,0.2778178202187988,0.2996172679174735,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithPhysicalHealthNotGood,regression,linear,random,r2,0.4617296810856611,0.45166546395933377,0.4717938982119884,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithStroke,regression,linear,random,r2,0.3081554546820232,0.2960788379807151,0.3202320713833313,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_BingeDrinking,regression,linear,random,r2,0.35982386596256555,0.3501367912396999,0.3695109406854312,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_PhysicalInactivity,regression,linear,random,r2,0.44909101130381757,0.44052519562068915,0.457656826986946,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedAnnualCheckup,regression,linear,random,r2,0.6425166398873449,0.6371238331180317,0.6479094466566581,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithCancerExcludingSkinCancer,regression,linear,random,r2,0.23306573506686384,0.22126234988349036,0.24486912025023733,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithDiabetes,regression,linear,random,r2,0.35311813249482843,0.33848307276004225,0.3677531922296146,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithMentalHealthNotGood,regression,linear,random,r2,0.37336930728769235,0.36496167806111607,0.38177693651426864,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithCoronaryHeartDisease,regression,linear,random,r2,0.37569139202855484,0.3671176151384742,0.3842651689186355,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithHighBloodPressure,regression,linear,random,r2,0.45567886423436493,0.4453444148004252,0.4660133136683047,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedCholesterolScreening,regression,linear,random,r2,0.29842542338382516,0.28527916226046296,0.31157168450718736,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,random,r2,0.465351914971488,0.4565973846327015,0.47410644531027446,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,random,r2,0.3947408525209021,0.3853968755078328,0.40408482953397135,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,random,r2,0.26308570461754116,0.24829077142551828,0.27788063780956407,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,random,r2,0.42134775619746057,0.41156981057613745,0.4311257018187837,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,random,r2,0.5031629839543048,0.4937044775602417,0.5126214903483679,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,random,r2,0.2159821958708823,0.20095937722030577,0.23100501452145883,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,random,r2,0.5025646909404168,0.48930604127494043,0.5158233406058931,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,random,r2,0.48067481247555366,0.471899627972892,0.48944999697821534,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,random,r2,0.460929962778302,0.4504542177168827,0.4714057078397213,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,random,r2,0.32315897944401867,0.31565825703817124,0.3306597018498661,5,10.0,64,35157,34835,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,random,r2,0.580131451720341,0.5668907651724986,0.5933721382681834,5,10.0,64,35157,34609,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,random,r2,0.6029876469922717,0.592677269857753,0.6132980241267904,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,random,r2,0.6429688673545404,0.6346488630784742,0.6512888716306066,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,tree_cover,regression,linear,random,r2,0.7579752170829396,0.7528951218947038,0.7630553122711754,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,elevation,regression,linear,random,r2,0.9481561640600112,0.946565865248639,0.9497464628713835,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithHighCholesterol,regression,linear,spatial,r2,0.08387403648432672,-0.06287986736040456,0.23062794032905798,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithPhysicalHealthNotGood,regression,linear,spatial,r2,0.15723128890585455,0.05704456256915187,0.25741801524255725,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithStroke,regression,linear,spatial,r2,0.11830331918172132,0.0016554424047580951,0.23495119595868455,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_BingeDrinking,regression,linear,spatial,r2,-0.0032515498460083726,-0.07793285809848932,0.07142975840647259,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_PhysicalInactivity,regression,linear,spatial,r2,0.20987065122738313,0.053927949732906044,0.3658133527218602,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedAnnualCheckup,regression,linear,spatial,r2,0.19829192830188846,-0.30102230373323996,0.697606160337017,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithCancerExcludingSkinCancer,regression,linear,spatial,r2,0.08362137134138566,-0.009460465043506644,0.17670320772627796,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithDiabetes,regression,linear,spatial,r2,0.12951126058624218,0.060169039232297036,0.19885348194018732,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithMentalHealthNotGood,regression,linear,spatial,r2,0.02549115920546945,-0.11944571805143696,0.17042803646237586,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithCoronaryHeartDisease,regression,linear,spatial,r2,0.14745036082260338,-0.026197309744413783,0.32109803138962056,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithHighBloodPressure,regression,linear,spatial,r2,0.22279072623573742,0.05608158770243857,0.3894998647690363,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedCholesterolScreening,regression,linear,spatial,r2,-0.3649616579534755,-0.8750360791432739,0.14511276323632277,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,spatial,r2,0.24462175525436392,0.1632576024038811,0.32598590810484673,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,spatial,r2,-0.006253670580586923,-0.3195204098458925,0.30701306868471867,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,spatial,r2,0.10078131069765103,-0.025819929704982758,0.22738255110028482,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,spatial,r2,0.21256956825185344,0.0351967623714628,0.3899423741322441,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,spatial,r2,0.1997531599644153,0.045110132189341956,0.35439618773948867,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,spatial,r2,0.08871723367314636,-0.04843343875874824,0.22586790610504098,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,spatial,r2,0.2444770310350822,0.09705997042959022,0.3918940916405742,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,spatial,r2,0.24381875815696247,0.14405409531340654,0.3435834210005184,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,spatial,r2,0.09432516120244905,-0.16491558495688047,0.35356590736177856,5,10.0,64,35157,34894,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,spatial,r2,0.16256462097335722,0.07861289954713005,0.2465163423995844,5,10.0,64,35157,34835,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,spatial,r2,0.2909050414739696,0.06890927907938652,0.5129008038685527,5,10.0,64,35157,34609,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,spatial,r2,0.4894642412863172,0.407440722111007,0.5714877604616274,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,spatial,r2,0.5564359073262495,0.45597218228683956,0.6568996323656594,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,tree_cover,regression,linear,spatial,r2,0.665993938351591,0.6045987418450546,0.7273891348581275,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
pdfm-conus27,elevation,regression,linear,spatial,r2,0.8039614776470797,0.6692963861326675,0.9386265691614919,5,10.0,64,35157,35157,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-air-temp,air_temperature,regression,linear,random,r2,0.9453531690837979,0.9388889754527999,0.9518173627147958,5,10.0,64,3076,3076,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-air-temp,air_temperature,regression,linear,spatial,r2,0.9425274766228755,0.9321406190225298,0.9529143342232212,5,10.0,64,3076,3076,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
california-housing,median_house_value,regression,linear,random,r2,0.4723510120712603,0.4675439009466181,0.4771581231959025,5,10.0,64,20640,20640,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
california-housing,median_house_value,regression,linear,spatial,r2,-0.6886979333362614,-1.9198112020138831,0.5424153353413604,5,10.0,64,20640,20640,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-country,country,classification,knn5,random,accuracy,0.9611833896240874,0.9588088066648945,0.9635579725832804,5,10.0,64,33053,33053,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-country,country,classification,linear,random,accuracy,0.8051007032394409,0.8003252124944368,0.8098761939844451,5,10.0,64,33053,33053,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-country,country,classification,knn5,spatial,accuracy,0.8519904653049156,0.8184918725487783,0.8854890580610529,5,10.0,64,33053,33053,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-country,country,classification,linear,spatial,accuracy,0.7590337276458741,0.7117985773647678,0.8062688779269803,5,10.0,64,33053,33053,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,random,accuracy,0.8531615793231418,0.8492407099870191,0.8570824486592646,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,random,accuracy,0.5327762246131897,0.5279270612535787,0.5376253879728008,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,spatial,accuracy,0.6661701941075819,0.635271039039828,0.6970693491753359,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,spatial,accuracy,0.4503657639026642,0.39969067849539114,0.5010408493099373,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-biome,biome_class_index,classification,knn5,random,accuracy,0.9290504808139254,0.9271520520314609,0.9309489095963899,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-biome,biome_class_index,classification,linear,random,accuracy,0.8429781198501587,0.8398682457075549,0.8460879939927625,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-biome,biome_class_index,classification,knn5,spatial,accuracy,0.8600236769927327,0.8474540125163537,0.8725933414691118,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-biome,biome_class_index,classification,linear,spatial,accuracy,0.8161207675933838,0.7997418996643678,0.8324996355223998,5,10.0,64,32798,32798,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-population,log_population,regression,linear,random,r2,0.7381844416049035,0.73475540217252,0.741613481037287,5,10.0,64,74512,74512,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-population,log_population,regression,linear,spatial,r2,0.7008089308081823,0.6238457017891763,0.7777721598271883,5,10.0,64,74512,74512,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-elevation,elevation,regression,linear,random,r2,0.7962939206229913,0.7881957691837238,0.8043920720622588,5,10.0,64,100000,99995,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
satclip-elevation,elevation,regression,linear,spatial,r2,0.7525892115332594,0.6834586598811744,0.8217197631853445,5,10.0,64,100000,99995,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-asset,asset_index,regression,linear,official,r2,0.4175027938995075,0.4175027938995075,0.4175027938995075,1,10.0,64,86936,86936,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-water,water_index,regression,linear,official,r2,0.2717574399214967,0.2717574399214967,0.2717574399214967,1,10.0,64,87938,87938,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-sanitation,sanitation_index,regression,linear,official,r2,0.35652461816618397,0.35652461816618397,0.35652461816618397,1,10.0,64,89271,89271,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-child_mortality,under5_mort,regression,linear,official,r2,0.11012078355055277,0.11012078355055277,0.11012078355055277,1,10.0,64,105582,105582,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-women_edu,women_edu,regression,linear,official,r2,0.40177106835156384,0.40177106835156384,0.40177106835156384,1,10.0,64,117062,117062,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
sustainbench-women_bmi,women_bmi,regression,linear,official,r2,0.5787195696384653,0.5787195696384653,0.5787195696384653,1,10.0,64,94866,94866,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-cropharvest,crop_type,classification,knn5,random,accuracy,0.5627777777777778,0.5435247517209295,0.5820308038346261,5,10.0,64,3600,3600,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-cropharvest,crop_type,classification,linear,random,accuracy,0.47083334922790526,0.45948179106453446,0.48218490739127606,5,10.0,64,3600,3600,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-cropharvest,crop_type,classification,knn5,spatial,accuracy,0.19928140617446713,0.03991351689540884,0.3586492954535254,5,10.0,64,3600,3600,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-cropharvest,crop_type,classification,linear,spatial,accuracy,0.21287304628640413,0.07465097220167063,0.35109512037113766,5,10.0,64,3600,3600,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-biomass,biomass,regression,linear,random,r2,0.45837189751382346,0.4359443613274005,0.4807994337002464,5,10.0,64,18393,18393,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-biomass,biomass,regression,linear,spatial,r2,0.4084272124156483,0.36212334820217773,0.4547310766291188,5,10.0,64,18393,18393,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,water,regression,linear,random,r2,0.09529127234370147,0.07530800849944809,0.11527453618795484,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,trees,regression,linear,random,r2,0.5813830654450305,0.56351901703096,0.599247113859101,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,grass,regression,linear,random,r2,0.22551291581718128,0.2043537102806744,0.24667212135368816,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,random,r2,0.11031534538322643,0.0922664308607813,0.12836425990567157,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,crops,regression,linear,random,r2,0.3533524420167045,0.33224903830776925,0.3744558457256398,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,random,r2,0.5023279753237392,0.47816724673660704,0.5264887039108713,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,built,regression,linear,random,r2,0.09201189433122121,0.06855236812723738,0.11547142053520505,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,bare,regression,linear,random,r2,0.8444051004571411,0.8357110333795023,0.85309916753478,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,snow_and_ice,regression,linear,random,r2,0.8592333933167009,0.8542750739154793,0.8641917127179225,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,water,regression,linear,spatial,r2,0.08482680808355618,0.06487006034936373,0.10478355581774863,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,trees,regression,linear,spatial,r2,0.5673227997501387,0.5250518663899677,0.6095937331103096,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,grass,regression,linear,spatial,r2,0.18578138727776422,0.13401161869819153,0.2375511558573369,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,spatial,r2,0.0968259676321324,0.07327020187211773,0.12038173339214707,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,crops,regression,linear,spatial,r2,0.3141135943585807,0.27913106349533395,0.3490961252218275,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,spatial,r2,0.4736268233026391,0.4481745099844346,0.49907913662084363,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,built,regression,linear,spatial,r2,0.06286989124278208,0.02516140922758585,0.10057837325797832,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,bare,regression,linear,spatial,r2,0.8288803146807808,0.7947412920464236,0.863019337315138,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-landcover,snow_and_ice,regression,linear,spatial,r2,0.8362254254298721,0.8041567620347312,0.868294088825013,5,10.0,64,10000,10000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_01,regression,linear,random,r2,0.9763659512922374,0.9749321560050955,0.9777997465793792,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_02,regression,linear,random,r2,0.8364683122634122,0.8319182288255771,0.8410183957012474,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_03,regression,linear,random,r2,0.9544379213676729,0.9519973719969262,0.9568784707384196,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_04,regression,linear,random,r2,0.970961256192693,0.9699756577689744,0.9719468546164116,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_05,regression,linear,random,r2,0.9358128402946418,0.9314148280786099,0.9402108525106738,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_06,regression,linear,random,r2,0.9784871740285898,0.9777374812472658,0.9792368668099137,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_07,regression,linear,random,r2,0.9565194149101954,0.9546359664789703,0.9584028633414206,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_08,regression,linear,random,r2,0.8270102960028334,0.8198297440111381,0.8341908479945287,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_09,regression,linear,random,r2,0.9386290045523303,0.9367539216084965,0.9405040874961642,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_10,regression,linear,random,r2,0.9443930743522216,0.9403751916713897,0.9484109570330536,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_11,regression,linear,random,r2,0.9815184397880208,0.980844996246106,0.9821918833299356,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_12,regression,linear,random,r2,0.8944784083921393,0.886713376948679,0.9022434398355996,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_13,regression,linear,random,r2,0.795217393765248,0.7716397091356123,0.8187950783948837,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_14,regression,linear,random,r2,0.7346655674523107,0.7199756030948917,0.7493555318097297,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
