dataset,method,metric_name,metric_value,ci_lower,ci_upper,feature_dim,best_c,best_lr,best_batch_size,n_train,n_val,n_test,seed,model,name,normalization,image_size,interpolation,partition,bands,c_range_start,c_range_stop,c_range_num,merge_val,bootstrap,fw_iou,precision,recall,f1,ece,rms_ce,mce,ece_ts,rms_ce_ts,mce_ts,temperature,calibration_n_bins
fotw,seg-conv_block,mIoU,0.5597290992736816,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7409428358078003,0.7148765325546265,0.6389086246490479,0.6422221660614014,,,,,,,,
fotw,seg-conv_block,mIoU,0.578015148639679,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7542634010314941,0.7248060703277588,0.6546895503997803,0.6555227041244507,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2249764502048492,0.0,0.0,616,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3543733358383178,0.4755737781524658,0.3697281777858734,0.3304337859153747,,,,,,,,
cloudsen12,seg-linear,mIoU,0.3281415998935699,0.0,0.0,616,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5205812454223633,0.5598159432411194,0.4287329018115997,0.4168029725551605,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2966997027397156,0.0,0.0,2880,,0.001,8,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4103143513202667,0.57410728931427,0.3917683064937591,0.4192619621753692,,,,,,,,
fotw,seg-dpt,mIoU,0.5973010063171387,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7795734405517578,0.751676082611084,0.6665992140769958,0.6687263250350952,,,,,,,,
fotw,seg-conv_block,mIoU,0.5617063045501709,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7397644519805908,0.7139264345169067,0.642982006072998,0.6446494460105896,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2971559166908264,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4257707893848419,0.5058313608169556,0.4087887108325958,0.4316549897193908,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2413648664951324,0.0,0.0,1920,,0.001,8,700,100,200,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3472864627838135,0.4440238773822784,0.3560995161533355,0.3634016215801239,,,,,,,,
fotw,seg-fpn,mIoU,0.5940232276916504,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.77173912525177,0.7458458542823792,0.6648815870285034,0.6668565273284912,,,,,,,,
kuro_siwo,seg-conv_block,mIoU,0.5348384380340576,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9152188897132874,0.7791217565536499,0.5947657823562622,0.664047360420227,,,,,,,,
burn_scars,seg-dpt,mIoU,0.8756089210510254,0.0,0.0,2816,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9349334836006165,0.9397891759872437,0.9188885688781738,0.929025173187256,,,,,,,,
flair2,seg-dpt,mIoU,0.4676969647407532,0.0,0.0,960,,0.001,12,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5215857625007629,0.6664772033691406,0.6132124066352844,0.6140627861022949,,,,,,,,
cloudsen12,seg-fpn,mIoU,0.6260164976119995,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7505955696105957,0.7739807367324829,0.7348112463951111,0.7512201070785522,,,,,,,,
caffe,seg-linear,mIoU,0.5764657855033875,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6107568740844727,0.7036177515983582,0.7258537411689758,0.7038769125938416,,,,,,,,
pastis,seg-dpt,mIoU,0.0825111120939254,0.0,0.0,1920,,0.001,8,1455,482,496,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3253012597560882,0.1876516044139862,0.1279685795307159,0.127494215965271,,,,,,,,
caffe,seg-conv_block,mIoU,0.5570682287216187,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5778234004974365,0.7103317975997925,0.6877477169036865,0.6866508722305298,,,,,,,,
fotw,seg-fpn,mIoU,0.6138628721237183,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7909045219421387,0.7571144104003906,0.681118905544281,0.6797773838043213,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.3317419290542602,0.0,0.0,2880,,0.001,8,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4406251311302185,0.5690726637840271,0.4408290982246399,0.4684275984764099,,,,,,,,
flair2,seg-conv_block,mIoU,0.4755258560180664,0.0,0.0,2816,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5285156965255737,0.6613014936447144,0.6256336569786072,0.6214329600334167,,,,,,,,
burn_scars,seg-dpt,mIoU,0.6898802518844604,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8590447306632996,0.8970532417297363,0.7258743047714233,0.7855359315872192,,,,,,,,
caffe,seg-linear,mIoU,0.539284348487854,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5813661217689514,0.687557578086853,0.6594882011413574,0.6628344058990479,,,,,,,,
burn_scars,seg-linear,mIoU,0.813878059387207,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9183671474456788,0.9403773546218872,0.8499382138252258,0.890636146068573,,,,,,,,
burn_scars,seg-dpt,mIoU,0.8327200412750244,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9088030457496644,0.9301512241363524,0.8723319172859192,0.8971057534217834,,,,,,,,
kuro_siwo,seg-linear,mIoU,0.5184835195541382,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9117417335510254,0.7841829061508179,0.5710254907608032,0.6465809345245361,,,,,,,,
caffe,seg-dpt,mIoU,0.5607183575630188,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5777409076690674,0.7155359983444214,0.6920830011367798,0.6897938251495361,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.6357275247573853,0.0,0.0,960,,0.001,12,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7610182762145996,0.7867518067359924,0.7388476729393005,0.7579227685928345,,,,,,,,
pastis,seg-fpn,mIoU,0.1149347871541976,0.0,0.0,2816,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3589650094509125,0.2190357744693756,0.1699907481670379,0.1797486245632171,,,,,,,,
cloudsen12,seg-fpn,mIoU,0.5997767448425293,0.0,0.0,1920,,0.001,8,4000,535,975,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7302838563919067,0.7502206563949585,0.711151123046875,0.7278040647506714,,,,,,,,
flair2,seg-linear,mIoU,0.4075758457183838,0.0,0.0,1920,,0.001,8,4049,1022,3022,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4628292322158813,0.5933493375778198,0.5704597234725952,0.5561043620109558,,,,,,,,
pastis,seg-conv_block,mIoU,0.0795322656631469,0.0,0.0,960,,0.001,12,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.315769761800766,0.2094137221574783,0.1214648783206939,0.124385766685009,,,,,,,,
caffe,seg-conv_block,mIoU,0.5049434900283813,0.0,0.0,1920,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5357241630554199,0.6537270545959473,0.6861642599105835,0.6356776356697083,,,,,,,,
kuro_siwo,seg-conv_block,mIoU,0.0032543474808335,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.0001694524544291,0.0032543472480028,0.25,0.0064250570721924,,,,,,,,
caffe,seg-linear,mIoU,0.5335375070571899,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5590951442718506,0.6784059405326843,0.6734650135040283,0.6628759503364563,,,,,,,,
flair2,seg-dpt,mIoU,0.4727464616298675,0.0,0.0,960,,0.001,12,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5306785106658936,0.6582266688346863,0.6195759177207947,0.6171950697898865,,,,,,,,
caffe,seg-fpn,mIoU,0.5397701859474182,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5555431246757507,0.7072595357894897,0.6691297292709351,0.668836236000061,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.815736711025238,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.899442732334137,0.9208632707595824,0.8574399352073669,0.8839073777198792,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2589138746261596,0.0,0.0,3840,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3873481154441833,0.5096940994262695,0.3629753291606903,0.3828295767307281,,,,,,,,
flair2,seg-fpn,mIoU,0.4754176437854767,0.0,0.0,960,,0.001,12,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5252925753593445,0.6684894561767578,0.6205605268478394,0.6238850355148315,,,,,,,,
burn_scars,seg-linear,mIoU,0.7988390922546387,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8930703401565552,0.9101601243019104,0.8455498814582825,0.8720269799232483,,,,,,,,
dynamic_earthnet,seg-linear,mIoU,0.2573948502540588,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3722251355648041,0.4472213983535766,0.3709321618080139,0.3703563809394836,,,,,,,,
cloudsen12,seg-conv_block,mIoU,0.6275453567504883,0.0,0.0,2880,,0.001,8,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7516543865203857,0.7766965627670288,0.7366788983345032,0.7522455453872681,,,,,,,,
burn_scars,seg-dpt,mIoU,0.7837945818901062,0.0,0.0,3840,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8826016187667847,0.8897372484207153,0.8386622667312622,0.8591945767402649,,,,,,,,
pastis,seg-conv_block,mIoU,0.1178631484508514,0.0,0.0,2880,,0.001,8,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3702848851680755,0.2294862270355224,0.1748279333114624,0.1817976832389831,,,,,,,,
fotw,seg-linear,mIoU,0.24349345266819,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4778058528900146,0.3540189266204834,0.3347973227500915,0.3185219466686249,,,,,,,,
burn_scars,seg-dpt,mIoU,0.7987174987792969,0.0,0.0,616,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8851016759872437,0.889828622341156,0.8532263040542603,0.8696434497833252,,,,,,,,
kuro_siwo,seg-conv_block,mIoU,0.3238848447799682,0.0,0.0,1920,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.8529939651489258,0.7202849984169006,0.3445997238159179,0.3756825923919678,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2748605608940124,0.0,0.0,616,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3946738243103027,0.4990070462226867,0.3722192645072937,0.3878040313720703,,,,,,,,
cloudsen12,seg-fpn,mIoU,0.5147109031677246,0.0,0.0,616,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6663278341293335,0.7376922369003296,0.6282100677490234,0.6428927183151245,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.5954791903495789,0.0,0.0,1920,,0.001,8,4000,535,975,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7333381175994873,0.7468532919883728,0.7051142454147339,0.7214832305908203,,,,,,,,
fotw,seg-fpn,mIoU,0.5294866561889648,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7074247598648071,0.6548221111297607,0.6202396154403687,0.6195112466812134,,,,,,,,
flair2,seg-conv_block,mIoU,0.4656899273395538,0.0,0.0,2816,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5145730376243591,0.6778094172477722,0.6010942459106445,0.6138017773628235,,,,,,,,
pastis,seg-conv_block,mIoU,0.0901419892907142,0.0,0.0,2880,,0.001,8,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3361504673957824,0.1876466572284698,0.1357573121786117,0.140808030962944,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.8716858625411987,0.0,0.0,1440,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9317615032196044,0.9471642971038818,0.9073415994644164,0.9257361888885498,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2761191129684448,0.0,0.0,960,,0.001,12,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4281501770019531,0.5261865854263306,0.3769328594207763,0.3983348906040191,,,,,,,,
burn_scars,seg-fpn,mIoU,0.8642791509628296,0.0,0.0,960,,0.001,12,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9303308725357056,0.948010802268982,0.8987867832183838,0.9215837717056274,,,,,,,,
dynamic_earthnet,seg-linear,mIoU,0.2447900474071502,0.0,0.0,960,,0.001,12,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3481176793575287,0.4602545499801636,0.346701055765152,0.3628860116004944,,,,,,,,
kuro_siwo,seg-dpt,mIoU,0.0032543474808335,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.0001694524544291,0.0032543472480028,0.25,0.0064250570721924,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.6277384161949158,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7565690875053406,0.7700828909873962,0.7398737668991089,0.7532550692558289,,,,,,,,
fotw,seg-dpt,mIoU,0.5554333925247192,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7402116060256958,0.7026728391647339,0.6376687288284302,0.6372622847557068,,,,,,,,
burn_scars,seg-linear,mIoU,0.8291574120521545,0.0,0.0,3840,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9204672574996948,0.90370512008667,0.9008637070655824,0.9007205963134766,,,,,,,,
pastis,seg-fpn,mIoU,0.0968653559684753,0.0,0.0,2816,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3415915369987488,0.2031188905239105,0.1437126100063324,0.1516410559415817,,,,,,,,
burn_scars,seg-fpn,mIoU,0.8820770382881165,0.0,0.0,2816,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9380066394805908,0.9532442092895508,0.9151217937469482,0.9327425956726074,,,,,,,,
caffe,seg-fpn,mIoU,0.6103980541229248,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5972497463226318,0.7575820684432983,0.7494423985481262,0.7365199327468872,,,,,,,,
burn_scars,seg-linear,mIoU,0.7737172245979309,0.0,0.0,3840,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8758443593978882,0.8791698813438416,0.8308393359184265,0.8502599000930786,,,,,,,,
kuro_siwo,seg-linear,mIoU,0.0032543474808335,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.0001694524544291,0.0032543472480028,0.25,0.0064250570721924,,,,,,,,
caffe,seg-dpt,mIoU,0.5197097063064575,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5470093488693237,0.6853654384613037,0.6453481912612915,0.6433328986167908,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.7563925981521606,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8774839639663696,0.900497555732727,0.7991624474525452,0.839538037776947,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.263127863407135,0.0,0.0,1440,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3811227083206177,0.5193337798118591,0.3603650331497192,0.3876207172870636,,,,,,,,
caffe,seg-conv_block,mIoU,0.5570589900016785,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5778132081031799,0.7103336453437805,0.6877347230911255,0.6866409778594971,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.8963432908058167,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9457754492759703,0.9559186697006226,0.9294501543045044,0.9419859647750854,,,,,,,,
caffe,seg-conv_block,mIoU,0.5045661926269531,0.0,0.0,1920,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.534960150718689,0.6541277170181274,0.6863679885864258,0.6352924108505249,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2708000242710113,0.0,0.0,1920,,0.001,8,700,100,200,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3640904128551483,0.4077386260032654,0.3841762244701385,0.3781697750091553,,,,,,,,
burn_scars,seg-dpt,mIoU,0.8211333155632019,0.0,0.0,960,,0.001,12,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9016619920730592,0.9192010164260864,0.8640583157539368,0.8884581923484802,,,,,,,,
burn_scars,seg-linear,mIoU,0.8134667277336121,0.0,0.0,1440,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9048324823379515,0.9064508676528932,0.871063768863678,0.8866115212440491,,,,,,,,
caffe,seg-conv_block,mIoU,0.6106201410293579,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6105031967163086,0.7593857049942017,0.7446231842041016,0.7377008199691772,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.6659810543060303,0.0,0.0,960,,0.001,12,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7816716432571411,0.7997877597808838,0.7733489274978638,0.7854430675506592,,,,,,,,
kuro_siwo,seg-fpn,mIoU,0.5463557243347168,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9155949354171752,0.7736232876777649,0.6132278442382812,0.6767780780792236,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2672443389892578,0.0,0.0,1440,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3739785850048065,0.5138051509857178,0.3603841066360473,0.395125538110733,,,,,,,,
cloudsen12,seg-conv_block,mIoU,0.6549445390701294,0.0,0.0,2880,,0.001,8,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7722151875495911,0.7962026000022888,0.7622341513633728,0.7772551774978638,,,,,,,,
cloudsen12,seg-conv_block,mIoU,0.6043271422386169,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7362696528434753,0.7677372694015503,0.7089506387710571,0.7321702241897583,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.7868936061859131,0.0,0.0,1440,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8820050358772278,0.8985023498535156,0.832688570022583,0.8598837852478027,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2456288188695907,0.0,0.0,616,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3636694550514221,0.5163829922676086,0.3715424537658691,0.3638409972190857,,,,,,,,
