dataset,method,metric_name,metric_value,ci_lower,ci_upper,feature_dim,best_c,best_lr,best_batch_size,n_train,n_val,n_test,seed,model,name,normalization,image_size,interpolation,partition,bands,c_range_start,c_range_stop,c_range_num,merge_val,bootstrap,fw_iou,precision,recall,f1
m-brick-kiln,knn5,accuracy,0.9119119119119119,0.8948948979377747,0.9299299120903015,192,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9429429429429429,0.9289289116859436,0.955955982208252,192,0.4281332398719387,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.94994994994995,0.9369118809700012,0.9609609842300415,192,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.953953953953954,0.9399399161338806,0.9639890193939209,192,0.0002069138081114788,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.954954954954955,0.9429429173469543,0.9659910202026367,384,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.96996996996997,0.9579329490661621,0.9789789915084839,384,0.14384498882876628,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.95995995995996,0.9459459185600281,0.9689940214157104,384,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9719719719719719,0.9629629850387573,0.9800050258636475,384,0.0018329807108324338,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9569569569569569,0.9429429173469543,0.9689689874649048,768,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9769769769769769,0.9679429531097412,0.985010027885437,768,0.005455594781168515,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.958958958958959,0.9459208846092224,0.9699950218200684,768,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.977977977977978,0.9689689874649048,0.9860110282897949,768,0.005455594781168515,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9409409409409409,0.924924910068512,0.9529529809951782,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.974974974974975,0.965965986251831,0.9839839935302734,1024,0.04832930238571752,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9369369369369369,0.9219219088554382,0.9510010480880737,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.970970970970971,0.9599599838256836,0.9800050258636475,1024,0.0018329807108324338,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.8858858858858859,0.8638388514518738,0.90190190076828,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9619619619619619,0.949924886226654,0.9729980230331421,1024,1.2742749857031321,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.924924924924925,0.9098848700523376,0.9389389157295227,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.972972972972973,0.9619619846343994,0.9820070266723633,1024,0.14384498882876628,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.8888888888888888,0.8648398518562317,0.9059059023857117,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.974974974974975,0.9649649858474731,0.9829829931259155,1024,1.2742749857031321,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.954954954954955,0.9439439177513123,0.966966986656189,1024,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.974974974974975,0.9639639854431152,0.9839839935302734,1024,0.01623776739188721,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.8888888888888888,0.8718468546867371,0.9059309363365173,192,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.934934934934935,0.9199199080467224,0.9479729533195496,192,0.14384498882876628,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.938938938938939,0.9228728413581848,0.951977014541626,192,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.960960960960961,0.9499499201774597,0.9709709882736206,192,0.01623776739188721,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.948948948948949,0.9349349141120911,0.9589589834213257,384,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9629629629629629,0.9519519805908203,0.9719970226287842,384,0.01623776739188721,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9519519519519519,0.9379379153251648,0.9619619846343994,384,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9669669669669669,0.9539539813995361,0.9749749898910522,384,0.0018329807108324338,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9479479479479479,0.9339339137077332,0.9589589834213257,768,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.9769769769769769,0.9679679870605469,0.985010027885437,768,0.01623776739188721,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,knn5,accuracy,0.9629629629629629,0.9509509801864624,0.9739990234375,768,,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-brick-kiln,linear,accuracy,0.977977977977978,0.9679679870605469,0.9869869947433472,768,0.01623776739188721,,,15063,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.867,0.8450000286102295,0.8920249938964844,192,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.929,0.9099750518798828,0.9430249929428101,192,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.82,0.7969750165939331,0.8450000286102295,192,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.91,0.8920000195503235,0.9279999732971191,192,0.005455594781168515,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.86,0.834975004196167,0.8820500373840332,384,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.945,0.9289750456809998,0.9570249915122986,384,3.792690190732246,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.846,0.822950005531311,0.8700000047683716,384,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.937,0.9209750294685364,0.9520000219345093,384,1.2742749857031321,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.823,0.7979999780654907,0.8430249691009521,768,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.949,0.9359999895095825,0.9620000123977661,768,3.792690190732246,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.811,0.7869499921798706,0.8339999914169312,768,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.936,0.9200000166893005,0.9500249624252319,768,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.88,0.8550000190734863,0.9030249714851379,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.957,0.9440000057220459,0.9679999947547913,1024,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.895,0.8709999918937683,0.9129999876022339,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.955,0.9430000185966492,0.9660000205039978,1024,0.04832930238571752,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.917,0.8999499678611755,0.9350500106811523,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.961,0.9480000138282776,0.9710249900817871,1024,11.288378916846883,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.921,0.9039999842643738,0.9359999895095825,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.953,0.9380000233650208,0.9630249738693237,1024,0.4281332398719387,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.922,0.9029499888420105,0.9400500059127808,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.968,0.9559999704360962,0.9769999980926514,1024,33.59818286283774,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.904,0.884975016117096,0.9250249862670898,1024,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.96,0.9479750394821167,0.9729999899864197,1024,100.0,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.849,0.8240000009536743,0.8700249791145325,192,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.917,0.9010000228881836,0.9340000152587891,192,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.781,0.7590000033378601,0.8029999732971191,192,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.903,0.8819750547409058,0.9210249781608582,192,0.04832930238571752,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.882,0.8619250059127808,0.9010000228881836,384,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.936,0.9199750423431396,0.9530249834060669,384,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.795,0.7709750533103943,0.8190000057220459,384,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.932,0.9169750213623047,0.9470250010490417,384,0.14384498882876628,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.865,0.8449750542640686,0.8860499858856201,768,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.951,0.9349499940872192,0.9639999866485596,768,11.288378916846883,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,knn5,accuracy,0.836,0.8119999766349792,0.8600000143051147,768,,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-eurosat,linear,accuracy,0.954,0.9419499635696411,0.9670000076293945,768,0.04832930238571752,,,2000,1000,1000,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.364551863041289,0.33836859464645386,0.3968026340007782,192,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5015105740181269,0.47328799962997437,0.5307149887084961,192,0.005455594781168515,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.3434038267875126,0.3192346394062042,0.36966264247894287,192,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.4783484390735146,0.45012587308883667,0.5065709948539734,192,0.0006158482110660261,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.38872104733131924,0.3623615503311157,0.42202919721603394,384,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5206445115810675,0.491440087556839,0.5498489141464233,384,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.3726082578046324,0.34639978408813477,0.40181270241737366,384,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5156092648539778,0.4904078543186188,0.5498489141464233,384,0.0006158482110660261,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.38972809667673713,0.36251258850097656,0.41591137647628784,768,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5065458207452165,0.48031216859817505,0.5377643704414368,768,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.39274924471299094,0.3665156066417694,0.42497482895851135,768,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5347432024169184,0.5095669627189636,0.5650050640106201,768,0.0018329807108324338,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.36153071500503525,0.3353222608566284,0.39282476902008057,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5709969788519638,0.538771390914917,0.6002265810966492,1024,0.005455594781168515,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.37059415911379656,0.3393756151199341,0.3988167345523834,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5548841893252769,0.5266616344451904,0.5831319093704224,1024,0.0006158482110660261,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.37865055387714,0.35244208574295044,0.40788015723228455,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5488418932527693,0.5205941200256348,0.5790534019470215,1024,0.4281332398719387,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.36958710976837866,0.34436050057411194,0.39982378482818604,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5518630412890232,0.5236656665802002,0.5780714750289917,1024,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.42396777442094663,0.39274924993515015,0.4542296230792999,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5709969788519638,0.538771390914917,0.597205400466919,1024,0.14384498882876628,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.40080563947633435,0.3715760111808777,0.4361027181148529,1024,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5659617321248741,0.5307149887084961,0.5941842794418335,1024,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.3474320241691843,0.32212990522384644,0.37565457820892334,192,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.49244712990936557,0.46424975991249084,0.5206696391105652,192,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.36555891238670696,0.33028700947761536,0.39277443289756775,192,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.4702920443101712,0.44206947088241577,0.4985146224498749,192,0.0002069138081114788,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.37361530715005037,0.34541791677474976,0.4038267731666565,384,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5347432024169184,0.506495475769043,0.5630413293838501,384,0.01623776739188721,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.3504531722054381,0.32225579023361206,0.37671196460723877,384,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5045317220543807,0.4753021001815796,0.5327794551849365,384,0.005455594781168515,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.3806646525679758,0.351384699344635,0.4119335412979126,768,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,linear,accuracy,0.5579053373615307,0.5327290892601013,0.5901309251785278,768,0.005455594781168515,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-forestnet,knn5,accuracy,0.40181268882175225,0.37560421228408813,0.4290785491466522,768,,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
