model,model_config,dataset,bands,variant,epochs,lr,lr_scheduler,probe_batch_size,test_miou,test_fw_iou,test_precision,test_recall,test_f1,best_val_epoch,best_val_miou,final_val_miou,drop_from_best_val,baseline_test_miou,delta_vs_baseline,baseline_final_val_miou,delta_vs_baseline_final_val
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,dynamic_earthnet,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.2934460043907165,0.4262817502021789,0.5156067609786987,0.3979939818382263,0.4228048622608185,5,0.337212,0.313561,0.023651000000000033,0.2933880686759949,5.7935714721624176e-05,0.306252,0.007308999999999954
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,dynamic_earthnet,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.2779847979545593,0.4218547642230987,0.5116294026374817,0.3832442760467529,0.4039136171340942,17,0.305348,0.297011,0.008336999999999983,0.2933880686759949,-0.015403270721435547,0.306252,-0.009241
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.1150238513946533,0.3636974692344665,0.2264604866504669,0.1681598722934723,0.1796602308750152,9,0.109455,0.107828,0.0016270000000000034,0.1150238513946533,0.0,0.107828,0.0
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.1137773245573043,0.3579477071762085,0.2170582413673401,0.1683044731616974,0.1787410676479339,14,0.108614,0.106629,0.0019850000000000007,0.1150238513946533,-0.0012465268373490074,0.107828,-0.0011989999999999917
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.1095891892910003,0.3537247478961944,0.2099335044622421,0.1623113304376602,0.1724824607372284,8,0.109786,0.103382,0.006403999999999993,0.1150238513946533,-0.00543466210365301,0.107828,-0.004445999999999992
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,constant_30ep_1e-3,30,0.001,none,8,0.1062936335802078,0.343706339597702,0.1873406171798706,0.162312626838684,0.1682619750499725,8,0.110001,0.102544,0.007457000000000005,0.1150238513946533,-0.00873021781444551,0.107828,-0.005283999999999997
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.1074084490537643,0.3480064570903778,0.1996819376945495,0.1603698879480362,0.169409692287445,11,0.110594,0.102915,0.007678999999999991,0.1150238513946533,-0.007615402340889005,0.107828,-0.004912999999999987
maxvit_tiny_tf_224,timm/maxvit_tiny_tf_224,pastis,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.1037828996777534,0.3437812924385071,0.1982458978891372,0.1543242037296295,0.1637396812438964,8,0.11009,0.100917,0.009172999999999987,0.1150238513946533,-0.0112409517168999,0.107828,-0.006910999999999987
resnet50,timm/resnet50,burn_scars,all,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.8839071393013,0.9396028518676758,0.9488883018493652,0.9213292598724364,0.9342106580734252,8,0.85582,0.855271,0.0005490000000000217,0.8839071393013,0.0,0.855271,0.0
resnet50,timm/resnet50,burn_scars,all,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.882850170135498,0.9383513331413268,0.9582538604736328,0.9123706817626952,0.9330682158470154,29,0.867721,0.861122,0.0065989999999999105,0.8839071393013,-0.001056969165802002,0.855271,0.005851000000000051
resnet50,timm/resnet50,burn_scars,all,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.8858276009559631,0.93967604637146,0.9553505182266236,0.9177188873291016,0.9350517392158508,29,0.866797,0.863691,0.003106000000000053,0.8839071393013,0.001920461654663086,0.855271,0.008419999999999983
resnet50,timm/resnet50,burn_scars,all,constant_30ep_1e-3,30,0.001,none,8,0.8847691416740417,0.939275860786438,0.9595268964767456,0.913515329360962,0.9342790842056274,21,0.868947,0.859601,0.009346000000000076,0.8839071393013,0.0008620023727416992,0.855271,0.004329999999999945
resnet50,timm/resnet50,burn_scars,all,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.879176676273346,0.9364774823188782,0.952057957649231,0.9127814769744872,0.93084979057312,12,0.852728,0.849504,0.0032240000000000046,0.8839071393013,-0.0047304630279541016,0.855271,-0.005766999999999967
resnet50,timm/resnet50,burn_scars,all,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.8875101208686829,0.9402528405189514,0.9559561014175416,0.918834924697876,0.9360729455947876,26,0.869994,0.867047,0.002947000000000033,0.8839071393013,0.0036029815673828125,0.855271,0.011776000000000009
resnet50,timm/resnet50,cloudsen12,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.6363458633422852,0.7574474811553955,0.7739112377166748,0.7512952089309692,0.761695146560669,5,0.661981,0.653455,0.008526000000000034,0.6363458633422852,0.0,0.653455,0.0
resnet50,timm/resnet50,cloudsen12,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.6261389255523682,0.7519063353538513,0.7746309041976929,0.735267698764801,0.7521466016769409,5,0.660875,0.643095,0.017780000000000018,0.6363458633422852,-0.010206937789916992,0.653455,-0.010360000000000036
resnet50,timm/resnet50,cloudsen12,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.6244315505027771,0.750322699546814,0.7703797817230225,0.7356573343276978,0.7507789134979248,5,0.657349,0.639071,0.018278000000000016,0.6363458633422852,-0.011914312839508057,0.653455,-0.014384000000000063
resnet50,timm/resnet50,cloudsen12,rgb,constant_30ep_1e-3,30,0.001,none,8,0.620581865310669,0.7461073994636536,0.7588968276977539,0.7382535934448242,0.7475138902664185,2,0.657004,0.638601,0.018403000000000058,0.6363458633422852,-0.01576399803161621,0.653455,-0.014854000000000034
resnet50,timm/resnet50,cloudsen12,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.6229565739631653,0.7473819851875305,0.7640084028244019,0.7385557293891907,0.749954104423523,5,0.658127,0.634287,0.023839999999999972,0.6363458633422852,-0.013389289379119873,0.653455,-0.019167999999999963
resnet50,timm/resnet50,cloudsen12,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.6220861673355103,0.7483516931533813,0.7681326866149902,0.7335721254348755,0.7486606240272522,2,0.656977,0.635933,0.021044000000000063,0.6363458633422852,-0.014259696006774902,0.653455,-0.017522000000000038
resnet50,timm/resnet50,dynamic_earthnet,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.2720376253128052,0.3935832977294922,0.5190269947052002,0.3689683079719543,0.399512231349945,3,0.301473,0.244416,0.057057,0.2720376253128052,0.0,0.244416,0.0
resnet50,timm/resnet50,dynamic_earthnet,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.2581620216369629,0.3911184966564178,0.4997022747993469,0.3600765466690063,0.37932288646698,24,0.291562,0.248535,0.04302699999999998,0.2720376253128052,-0.013875603675842285,0.244416,0.0041190000000000115
resnet50,timm/resnet50,dynamic_earthnet,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.2676365673542022,0.394894927740097,0.5015320777893066,0.3725742101669311,0.3923308849334717,3,0.302426,0.249912,0.05251399999999998,0.2720376253128052,-0.004401057958602961,0.244416,0.005496000000000001
resnet50,timm/resnet50,dynamic_earthnet,rgb,constant_30ep_1e-3,30,0.001,none,8,0.282287061214447,0.4001062512397766,0.4747618734836578,0.3923705220222473,0.4078032374382019,3,0.302309,0.242204,0.06010499999999999,0.2720376253128052,0.010249435901641846,0.244416,-0.0022119999999999918
resnet50,timm/resnet50,dynamic_earthnet,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.2617697119712829,0.3877283334732055,0.4920146763324737,0.3663503527641296,0.3864333629608154,9,0.304492,0.253187,0.05130499999999999,0.2720376253128052,-0.010267913341522272,0.244416,0.008771000000000001
resnet50,timm/resnet50,dynamic_earthnet,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.2604794502258301,0.3979124724864959,0.4972411096096039,0.3641811609268188,0.3810521960258484,3,0.302308,0.245627,0.05668100000000001,0.2720376253128052,-0.011558175086975098,0.244416,0.0012110000000000176
resnet50,timm/resnet50,pastis,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.1006510406732559,0.3394085168838501,0.1863380223512649,0.1512199938297271,0.1586711108684539,7,0.103117,0.102252,0.0008650000000000047,0.1006510406732559,0.0,0.102252,0.0
resnet50,timm/resnet50,pastis,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.0949538797140121,0.3303354978561401,0.1743550151586532,0.1427209228277206,0.1499475091695785,4,0.103004,0.094464,0.008539999999999992,0.1006510406732559,-0.005697160959243802,0.102252,-0.007787999999999989
resnet50,timm/resnet50,pastis,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.0932166650891304,0.3260956108570099,0.173215240240097,0.1405610144138336,0.1475903987884521,11,0.100878,0.09313,0.007747999999999991,0.1006510406732559,-0.007434375584125505,0.102252,-0.009121999999999991
resnet50,timm/resnet50,pastis,rgb,constant_30ep_1e-3,30,0.001,none,8,0.0900884494185447,0.3207473456859588,0.1729029566049575,0.1359176039695739,0.142605111002922,11,0.101223,0.092345,0.008877999999999997,0.1006510406732559,-0.010562591254711207,0.102252,-0.009907
resnet50,timm/resnet50,pastis,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.0929763317108154,0.3252436518669128,0.1721628904342651,0.1396606117486953,0.1472455412149429,8,0.100454,0.093708,0.006746000000000002,0.1006510406732559,-0.007674708962440505,0.102252,-0.008543999999999996
resnet50,timm/resnet50,pastis,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.0914177745580673,0.3216296434402466,0.1722921133041381,0.1378819942474365,0.1449232697486877,11,0.100637,0.094471,0.006166000000000005,0.1006510406732559,-0.009233266115188613,0.102252,-0.007780999999999996
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.8966442346572876,0.9484291076660156,0.9469645023345948,0.9391477704048156,0.9428548812866212,8,0.856509,0.8562,0.0003090000000000037,0.8966442346572876,0.0,0.8562,0.0
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.9005547761917114,0.9491571187973022,0.9593693017959596,0.9320163130760192,0.9448148012161256,26,0.865287,0.859371,0.005916000000000032,0.8966442346572876,0.003910541534423828,0.8562,0.003171000000000035
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.9011490941047668,0.950320601463318,0.9557647109031676,0.936227798461914,0.9454128742218018,10,0.865616,0.856898,0.008718000000000004,0.8966442346572876,0.004504859447479248,0.8562,0.0006980000000000874
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,constant_30ep_1e-3,30,0.001,none,8,0.9034759998321532,0.9500224590301514,0.9500346183776855,0.9434491395950316,0.9466856718063354,10,0.868653,0.864706,0.003947000000000034,0.8966442346572876,0.006831765174865612,0.8562,0.008506000000000014
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.897438645362854,0.9479362964630128,0.9541082382202148,0.933197259902954,0.9430460929870604,13,0.861885,0.850628,0.011256999999999961,0.8966442346572876,0.0007944107055664062,0.8562,-0.00557199999999991
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,burn_scars,all,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.9043682813644408,0.9501988887786864,0.956997275352478,0.937759280204773,0.9470632076263428,34,0.869264,0.866784,0.0024800000000000377,0.8966442346572876,0.007724046707153209,0.8562,0.010584000000000038
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.6358472108840942,0.7517244219779968,0.7839313745498657,0.7488138675689697,0.7640632390975952,9,0.658073,0.657448,0.0006249999999999867,0.6358472108840942,0.0,0.657448,0.0
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.6350144147872925,0.7505048513412476,0.7796614766120911,0.750388503074646,0.7634000182151794,22,0.661031,0.65756,0.003471000000000002,0.6358472108840942,-0.0008327960968017578,0.657448,0.00011200000000000099
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.635574996471405,0.7508730888366699,0.7773175835609436,0.7529318332672119,0.7638998031616211,22,0.660551,0.657594,0.0029569999999999874,0.6358472108840942,-0.000272214412689209,0.657448,0.00014599999999997948
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,constant_30ep_1e-3,30,0.001,none,8,0.6316579580307007,0.7460154294967651,0.7686936259269714,0.757203221321106,0.761096715927124,22,0.658585,0.64602,0.012564999999999937,0.6358472108840942,-0.004189252853393555,0.657448,-0.011427999999999994
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.6356395483016968,0.7503111362457275,0.7740445137023926,0.7560040354728699,0.7640734910964966,17,0.662839,0.659065,0.003773999999999944,0.6358472108840942,-0.00020766258239746094,0.657448,0.0016169999999999796
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,cloudsen12,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.6323539614677429,0.7487507462501526,0.7730394601821899,0.7513248920440674,0.7611567974090576,22,0.659387,0.652132,0.0072549999999999,0.6358472108840942,-0.0034932494163513184,0.657448,-0.005315999999999987
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.2757117748260498,0.4177125990390777,0.5085527896881104,0.3749516606330871,0.3909127712249756,5,0.248929,0.228973,0.019956,0.2757117748260498,0.0,0.228973,0.0
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.2624721527099609,0.3964526653289795,0.504966139793396,0.3668204247951507,0.3768837749958038,5,0.260445,0.213348,0.04709699999999997,0.2757117748260498,-0.013239622116088923,0.228973,-0.015625
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.2767911553382873,0.4177038073539734,0.493977427482605,0.3834052681922912,0.3943732976913452,11,0.25954,0.217104,0.042436,0.2757117748260498,0.0010793805122374933,0.228973,-0.011869000000000018
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,constant_30ep_1e-3,30,0.001,none,8,0.2625147700309753,0.3954979479312897,0.482421875,0.3713881075382232,0.3791019916534424,11,0.258328,0.212682,0.04564599999999999,0.2757117748260498,-0.013197004795074518,0.228973,-0.016291
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.2714184522628784,0.4122419655323028,0.4992692768573761,0.3774998784065246,0.3883094191551208,11,0.280511,0.226021,0.05449000000000001,0.2757117748260498,-0.004293322563171387,0.228973,-0.00295200000000001
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,dynamic_earthnet,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.2784016132354736,0.4169487357139587,0.4909117519855499,0.3823805451393127,0.3951320350170135,11,0.260003,0.213493,0.046509999999999996,0.2757117748260498,0.0026898384094237726,0.228973,-0.015480000000000022
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.1134024560451507,0.3590437769889831,0.2451147884130478,0.1691412925720214,0.1763551086187362,8,0.115309,0.111869,0.0034399999999999986,0.1134024560451507,0.0,0.111869,0.0
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.1232425719499588,0.3631361722946167,0.2300672233104705,0.1861913651227951,0.1937556266784668,12,0.118768,0.117659,0.0011089999999999989,0.1134024560451507,0.0098401159048081,0.111869,0.0057900000000000035
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.1208375394344329,0.3612704575061798,0.2243407219648361,0.182001531124115,0.190105453133583,12,0.121377,0.117171,0.004206000000000001,0.1134024560451507,0.007435083389282199,0.111869,0.005302000000000001
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,constant_30ep_1e-3,30,0.001,none,8,0.109461024403572,0.3468535244464874,0.2200147360563278,0.1645035743713379,0.174339011311531,12,0.117592,0.108619,0.008973000000000009,0.1134024560451507,-0.003941431641578702,0.111869,-0.003250000000000003
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.1143516972661018,0.3593374192714691,0.2336464524269104,0.1700295507907867,0.1796203106641769,12,0.121184,0.114708,0.006475999999999996,0.1134024560451507,0.0009492412209510942,0.111869,0.002839000000000008
tgeo_scalemae_large_fmow,torchgeo/scalemae_large_fmow,pastis,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.1120769828557968,0.3490219414234161,0.2128609120845794,0.1677456200122833,0.1779083609580993,12,0.119575,0.109335,0.010239999999999999,0.1134024560451507,-0.0013254731893539012,0.111869,-0.0025339999999999946
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.8475850820541382,0.9297206401824952,0.928176999092102,0.8995808959007263,0.9129865169525146,10,0.824532,0.824532,0.0,0.8475850820541382,0.0,0.824532,0.0
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.8367698788642883,0.9290103912353516,0.9467977285385132,0.8724271059036255,0.9068548679351808,29,0.849995,0.842308,0.007686999999999999,0.8475850820541382,-0.010815203189849854,0.824532,0.017775999999999903
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.848227322101593,0.92916077375412,0.9365006685256958,0.8921366930007935,0.9133038520812988,29,0.854822,0.848476,0.006345999999999963,0.8475850820541382,0.000642240047454834,0.824532,0.023943999999999965
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,constant_30ep_1e-3,30,0.001,none,8,0.804847776889801,0.92426860332489,0.935072660446167,0.8483515977859497,0.8874841928482056,28,0.840637,0.816403,0.024233999999999978,0.8475850820541382,-0.04273730516433716,0.824532,-0.008129000000000053
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.8288660645484924,0.9258216023445128,0.9334044456481934,0.8742872476577759,0.9020219445228576,26,0.843406,0.83942,0.003985999999999934,0.8475850820541382,-0.018719017505645752,0.824532,0.014888000000000012
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,burn_scars,all,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.8519998788833618,0.9295682907104492,0.9338195323944092,0.8984785079956055,0.9155210852622986,31,0.849698,0.844311,0.00538699999999992,0.8475850820541382,0.004414796829223633,0.824532,0.01977899999999999
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.5993571281433105,0.7324743866920471,0.7548882961273193,0.706717848777771,0.7263151407241821,7,0.622362,0.619289,0.0030729999999999924,0.5993571281433105,0.0,0.619289,0.0
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.6159137487411499,0.7430289387702942,0.759833574295044,0.7276533842086792,0.7417945861816406,26,0.643492,0.639845,0.003646999999999956,0.5993571281433105,0.016556620597839355,0.619289,0.02055600000000002
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.6122882962226868,0.7404996752738953,0.7565940618515015,0.7249124050140381,0.7387573719024658,26,0.642176,0.637485,0.004691000000000001,0.5993571281433105,0.01293116807937622,0.619289,0.01819599999999999
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,constant_30ep_1e-3,30,0.001,none,8,0.5907810926437378,0.7311505079269409,0.7722762823104858,0.6856827735900879,0.7169688940048218,25,0.637629,0.60406,0.03356899999999996,0.5993571281433105,-0.008576035499572754,0.619289,-0.015228999999999937
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.6180846095085144,0.7439786195755005,0.7573726177215576,0.7329787015914917,0.7439547777175903,26,0.647887,0.645202,0.0026849999999999374,0.5993571281433105,0.018727481365203857,0.619289,0.025913000000000075
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,cloudsen12,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.6178193092346191,0.7433058619499207,0.7563711404800415,0.7337877154350281,0.7440633773803711,47,0.644354,0.643401,0.0009529999999999816,0.5993571281433105,0.018462181091308594,0.619289,0.024112000000000022
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.2453678250312805,0.3589135408401489,0.4445690810680389,0.3614649474620819,0.3688108623027801,10,0.262546,0.262546,0.0,0.2453678250312805,0.0,0.262546,0.0
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.2502518892288208,0.3679084479808807,0.4679322242736816,0.3743929862976074,0.3726701736450195,13,0.261781,0.200515,0.06126599999999999,0.2453678250312805,0.004884064197540311,0.262546,-0.062031
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.2391186356544494,0.3556193709373474,0.4530321955680847,0.3609889149665832,0.3603459298610687,12,0.254664,0.227593,0.02707100000000001,0.2453678250312805,-0.0062491893768310824,0.262546,-0.03495300000000001
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,constant_30ep_1e-3,30,0.001,none,8,0.2291760742664337,0.3429048657417297,0.4466821551322937,0.3542640805244446,0.3489935994148254,27,0.253922,0.226503,0.02741899999999997,0.2453678250312805,-0.016191750764846802,0.262546,-0.03604299999999999
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.2364711761474609,0.3566761016845703,0.4477347433567047,0.3586298823356628,0.3547607958316803,29,0.274906,0.251458,0.02344799999999997,0.2453678250312805,-0.00889664888381958,0.262546,-0.011087999999999987
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,dynamic_earthnet,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.2315973043441772,0.3432111442089081,0.4416033625602722,0.3533250689506531,0.3525570631027221,13,0.255475,0.211681,0.043794,0.2453678250312805,-0.0137705206871033,0.262546,-0.050864999999999994
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,baseline_10ep_cosine_1e-3,10,0.001,cosine,8,0.0946366637945175,0.3377303183078766,0.1871129870414734,0.1423451155424118,0.1465356945991516,10,0.091122,0.091122,0.0,0.0946366637945175,0.0,0.091122,0.0
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,low_lr_30ep_cosine_3e-4,30,0.0003,cosine,8,0.1019593477249145,0.3435669839382171,0.203792542219162,0.1528965085744857,0.1593956649303436,29,0.098903,0.096343,0.0025600000000000067,0.0946366637945175,0.007322683930396992,0.091122,0.005221000000000003
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,long_30ep_cosine_1e-3,30,0.001,cosine,8,0.1049200668931007,0.3444518744945526,0.2178624719381332,0.1566083431243896,0.1651401817798614,29,0.101607,0.099617,0.0019900000000000057,0.0946366637945175,0.010283403098583194,0.091122,0.008495000000000003
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,constant_30ep_1e-3,30,0.001,none,8,0.1019278615713119,0.3323811292648315,0.2019189149141311,0.1524703353643417,0.1617405116558075,23,0.10049,0.095792,0.004697999999999994,0.0946366637945175,0.007291197776794392,0.091122,0.0046700000000000075
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,high_lr_30ep_cosine_3e-3,30,0.003,cosine,8,0.1041615009307861,0.3463160395622253,0.2086479365825653,0.1561137735843658,0.1634898036718368,23,0.102422,0.100368,0.0020540000000000003,0.0946366637945175,0.009524837136268602,0.091122,0.009246000000000004
tgeo_swinv2b_s2rgb_satlas_mi,torchgeo/swinv2b_s2rgb_satlas_mi,pastis,rgb,long_50ep_cosine_1e-3,50,0.001,cosine,8,0.1061882153153419,0.3413344919681549,0.1987822502851486,0.160476803779602,0.1681395173072815,28,0.103148,0.099181,0.003966999999999998,0.0946366637945175,0.01155155152082439,0.091122,0.00805900000000001
