dataset,model,solver,C,log10_C,lr,fit_seconds,n_iter,train_acc,val_acc,test_acc,feature_dim,n_train,n_val,n_test,max_iter,tol,device
m-forestnet,dinov3sat,adam,0.01,-2.0,0.01,0.0965304969577118,11,0.5199566831683168,0.5136501516683518,0.5025176233635448,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.01,-2.0,0.1,0.0715576980728656,8,0.510365099009901,0.4539939332659252,0.4773413897280967,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.01,-2.0,1.0,0.0802777629578486,9,0.3301361386138614,0.3134479271991911,0.3212487411883182,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.1,-1.0,0.001,0.710786979063414,92,0.619430693069307,0.5621840242669363,0.5649546827794562,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.1,-1.0,0.01,0.1604991849744692,19,0.6279393564356436,0.5510616784630941,0.5639476334340383,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.1,-1.0,0.1,0.0897657889872789,10,0.6276299504950495,0.5308392315470172,0.5387713997985901,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.1,-1.0,1.0,0.0649081791052594,7,0.4156868811881188,0.3731041456016178,0.3655589123867069,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,1.0,0.0,0.001,1.9964724370511249,259,0.7105507425742574,0.564206268958544,0.5830815709969789,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,1.0,0.0,0.01,0.387588990968652,46,0.7255569306930693,0.564206268958544,0.5820745216515609,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,1.0,0.0,0.1,0.1223356099799275,14,0.7213799504950495,0.531850353892821,0.5508559919436052,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,1.0,0.0,1.0,0.071765967993997,8,0.4719987623762376,0.4327603640040445,0.4138972809667673,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,10.0,1.0,0.001,2.05639930407051,259,0.7178217821782178,0.5601617795753286,0.5820745216515609,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,10.0,1.0,0.01,0.3846934449393302,46,0.7430383663366337,0.5611729019211324,0.5699899295065458,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,10.0,1.0,0.1,0.1543515719240531,18,0.7571163366336634,0.570273003033367,0.5800604229607251,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,10.0,1.0,1.0,0.0803165059769526,9,0.5310952970297029,0.378159757330637,0.3877139979859013,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,100.0,2.0,0.001,2.1118771570036188,259,0.7195235148514851,0.5601617795753286,0.5820745216515609,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,100.0,2.0,0.01,0.4009836030891165,46,0.7441212871287128,0.5611729019211324,0.5699899295065458,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,100.0,2.0,0.1,0.1954797660000622,23,0.7633044554455446,0.5419615773508595,0.5337361530715005,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,100.0,2.0,1.0,0.0878933049971237,10,0.5346534653465347,0.4266936299292214,0.404833836858006,1024,6464,989,993,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,0.001,-3.0,1.0,0.0768488219473511,26,0.9451498222447944,0.9209209209209208,0.943943943943944,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,0.01,-2.0,1.0,0.1209408990107476,44,0.9635178601659048,0.933933933933934,0.9569569569569568,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,0.1,-1.0,1.0,0.2998894150368869,102,0.9718977484340612,0.934934934934935,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,1.0,0.0,1.0,0.4928822950460017,173,0.9776536312849162,0.9369369369369368,0.963963963963964,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,10.0,1.0,1.0,0.6190338931046426,213,0.978923311325546,0.9369369369369368,0.954954954954955,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,lbfgs,100.0,2.0,1.0,0.9440569740254432,355,0.9800237006940916,0.9329329329329328,0.953953953953954,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.001,-3.0,0.001,0.6691108689410612,52,0.947858472998138,0.9229229229229228,0.944944944944945,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.001,-3.0,0.01,0.1491115199169144,11,0.94751989165397,0.923923923923924,0.945945945945946,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.001,-3.0,0.1,0.1367542929947376,10,0.9525986118164887,0.9269269269269268,0.94994994994995,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.001,-3.0,1.0,0.0876272380119189,6,0.8464533604198409,0.8468468468468469,0.8468468468468469,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.01,-2.0,0.001,0.7619152349652722,58,0.9611477907567292,0.933933933933934,0.957957957957958,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.01,-2.0,0.01,0.1832782629644498,13,0.9634332148298628,0.935935935935936,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.01,-2.0,0.1,0.1736881569959223,12,0.9640257321821568,0.9369369369369368,0.95995995995996,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.01,-2.0,1.0,0.0892650060122832,6,0.9486202810225156,0.925925925925926,0.948948948948949,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.1,-1.0,0.001,1.2890832179691645,96,0.9655493482309124,0.938938938938939,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.1,-1.0,0.01,0.2909854099852964,22,0.9666497375994584,0.9369369369369368,0.9629629629629628,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.1,-1.0,0.1,0.1972359080100432,14,0.9712205857457256,0.937937937937938,0.963963963963964,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,0.1,-1.0,1.0,0.0883324600290507,6,0.9446419502285424,0.918918918918919,0.9409409409409408,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,1.0,0.0,0.001,1.467842205078341,108,0.9663958015913324,0.93993993993994,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,1.0,0.0,0.01,0.3593272080179304,26,0.968596580328424,0.935935935935936,0.9629629629629628,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,1.0,0.0,0.1,0.1965964230475947,14,0.973675300490943,0.938938938938939,0.9629629629629628,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,1.0,0.0,1.0,0.1701033000135794,12,0.8798036228203826,0.8698698698698699,0.8728728728728729,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,10.0,1.0,0.001,1.47092618199531,108,0.9663958015913324,0.93993993993994,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,10.0,1.0,0.01,0.3584876889362931,26,0.968681225664466,0.935935935935936,0.9629629629629628,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,10.0,1.0,0.1,0.1979582590283826,14,0.9731674284746912,0.938938938938939,0.964964964964965,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,10.0,1.0,1.0,0.1334462959785014,9,0.9615710174369392,0.925925925925926,0.953953953953954,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,100.0,2.0,0.001,1.479935797047801,108,0.9663958015913324,0.93993993993994,0.961961961961962,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,100.0,2.0,0.01,0.3664091139798984,26,0.968681225664466,0.935935935935936,0.9629629629629628,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,100.0,2.0,0.1,0.1988808730384335,14,0.972998137802607,0.938938938938939,0.964964964964965,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,resnet18,adam,100.0,2.0,1.0,0.1427643760107457,10,0.9643643135263248,0.92992992992993,0.955955955955956,512,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,0.001,-3.0,1.0,0.0762698639882728,19,0.9056204503131876,0.8888888888888888,0.908908908908909,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,0.01,-2.0,1.0,0.1081791860051453,36,0.9457423395970882,0.90990990990991,0.948948948948949,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,0.1,-1.0,1.0,0.1883099399274215,62,0.9660572202471644,0.9229229229229228,0.95995995995996,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,1.0,0.0,1.0,0.4068330099107697,136,0.9762993059082444,0.928928928928929,0.958958958958959,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,10.0,1.0,1.0,0.8080475069582462,273,0.9876417809378704,0.931931931931932,0.95995995995996,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,lbfgs,100.0,2.0,1.0,1.5127710059750823,548,0.9962756052141528,0.925925925925926,0.94994994994995,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.001,-3.0,0.001,0.6455011370126158,45,0.9068901303538176,0.8928928928928929,0.905905905905906,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.001,-3.0,0.01,0.1663872599601745,11,0.914931437277806,0.8968968968968969,0.917917917917918,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.001,-3.0,0.1,0.1085600269725546,7,0.9101912984594548,0.8908908908908909,0.913913913913914,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.001,-3.0,1.0,0.1078609420219436,7,0.5605214152700186,0.8228228228228228,0.8498498498498499,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.01,-2.0,0.001,0.7399658299982548,53,0.9421872354833248,0.907907907907908,0.93993993993994,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.01,-2.0,0.01,0.1363607740495354,9,0.9392246487218554,0.9029029029029028,0.93993993993994,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.01,-2.0,0.1,0.1101910269353538,7,0.9369392246487218,0.8978978978978979,0.938938938938939,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.01,-2.0,1.0,0.0739491980057209,4,0.9313526324699508,0.925925925925926,0.945945945945946,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.1,-1.0,0.001,1.4840595939895138,111,0.9638564415100728,0.91991991991992,0.960960960960961,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.1,-1.0,0.01,0.3617790560238063,23,0.9633485694938207,0.913913913913914,0.957957957957958,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.1,-1.0,0.1,0.1339245160343125,8,0.9554765532419164,0.9109109109109108,0.950950950950951,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,0.1,-1.0,1.0,0.0697239979635924,4,0.8473844591163027,0.9109109109109108,0.9269269269269268,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,1.0,0.0,0.001,1.9688555309548972,146,0.96842728965634,0.921921921921922,0.961961961961962,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,1.0,0.0,0.01,0.3376434569945559,23,0.96758083629592,0.917917917917918,0.961961961961962,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,1.0,0.0,0.1,0.1632704630028456,11,0.9717284577619774,0.935935935935936,0.963963963963964,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,1.0,0.0,1.0,0.124631424085237,8,0.93600812595226,0.907907907907908,0.9369369369369368,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,10.0,1.0,0.001,1.9316737309563905,146,0.9696969696969696,0.9229229229229228,0.9629629629629628,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,10.0,1.0,0.01,0.3189745490672067,23,0.968511934992382,0.918918918918919,0.961961961961962,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,10.0,1.0,0.1,0.1606081119971349,11,0.9724056204503132,0.924924924924925,0.95995995995996,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,10.0,1.0,1.0,0.1526449440279975,10,0.9748603351955308,0.9269269269269268,0.958958958958959,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,100.0,2.0,0.001,1.9557286420604212,146,0.9696123243609276,0.9229229229229228,0.9629629629629628,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,100.0,2.0,0.01,0.319139403058216,23,0.968681225664466,0.918918918918919,0.961961961961962,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,100.0,2.0,0.1,0.1619309060042724,11,0.9725749111223972,0.924924924924925,0.960960960960961,1024,11814,999,999,2000,1e-06,cuda:2
m-pv4ger,dinov3sat,adam,100.0,2.0,1.0,0.1809952630428597,12,0.9536990011850348,0.9229229229229228,0.950950950950951,1024,11814,999,999,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,0.001,-3.0,1.0,0.121016424964182,37,0.5352140856342537,0.4401622718052738,0.4665314401622718,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,0.01,-2.0,1.0,0.29490944405552,107,0.6271508603441377,0.5141987829614605,0.5212981744421906,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,0.1,-1.0,1.0,0.6860763950971887,265,0.7168367346938775,0.5223123732251521,0.5415821501014199,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,1.0,0.0,1.0,1.5438738889060917,550,0.7776610644257703,0.5172413793103449,0.5,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,10.0,1.0,1.0,2.888763624010608,1099,0.8114245698279312,0.4847870182555781,0.4858012170385395,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,lbfgs,100.0,2.0,1.0,5.179767112014815,2000,0.8289315726290516,0.4766734279918864,0.4665314401622718,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.001,-3.0,0.001,0.7152735330164433,32,0.5271108443377351,0.447261663286004,0.4665314401622718,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.001,-3.0,0.01,0.1242777609732002,5,0.5189075630252101,0.4320486815415821,0.4614604462474645,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.001,-3.0,0.1,0.1001724080415442,4,0.4586834733893557,0.3651115618661257,0.3610547667342799,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.001,-3.0,1.0,0.1032293799798935,4,0.1163465386154461,0.1217038539553752,0.114604462474645,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.01,-2.0,0.001,1.5390808070078492,71,0.6231492597038816,0.5070993914807302,0.5223123732251521,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.01,-2.0,0.01,0.2387796639231965,10,0.6213485394157663,0.5070993914807302,0.526369168356998,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.01,-2.0,0.1,0.1241336549865081,5,0.6085434173669467,0.4847870182555781,0.5091277890466531,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.01,-2.0,1.0,0.1007486950838938,4,0.331282513005202,0.3022312373225152,0.2718052738336714,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.1,-1.0,0.001,2.7560035679489374,128,0.7008303321328532,0.5233265720081136,0.539553752535497,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.1,-1.0,0.01,0.401899822987616,17,0.6951280512204882,0.5304259634888439,0.5283975659229209,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.1,-1.0,0.1,0.1675737559562549,7,0.6824229691876751,0.486815415821501,0.4939148073022312,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,0.1,-1.0,1.0,0.1219470530049875,5,0.5084033613445378,0.3468559837728194,0.3874239350912778,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,1.0,0.0,0.001,4.725916625000536,220,0.7475990396158463,0.5212981744421906,0.5162271805273834,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,1.0,0.0,0.01,0.7874390169745311,36,0.7514005602240896,0.5223123732251521,0.5162271805273834,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,1.0,0.0,0.1,0.2834925530478358,12,0.7321428571428571,0.4807302231237322,0.4837728194726166,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,1.0,0.0,1.0,0.145547742024064,6,0.5151060424169668,0.3975659229208925,0.3803245436105477,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,10.0,1.0,0.001,6.042322305962443,277,0.7640056022408963,0.5243407707910751,0.5030425963488844,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,10.0,1.0,0.01,0.9580326899886132,44,0.7684573829531812,0.5212981744421906,0.4959432048681541,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,10.0,1.0,0.1,0.3261922260280698,14,0.7557523009203682,0.4949290060851927,0.4574036511156186,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,10.0,1.0,1.0,0.1466582909924909,6,0.6489095638255302,0.4290060851926978,0.4239350912778905,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,100.0,2.0,0.001,6.846837276010774,315,0.7699579831932774,0.5223123732251521,0.5030425963488844,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,100.0,2.0,0.01,1.014121079002507,44,0.7698079231692677,0.5202839756592292,0.4959432048681541,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,100.0,2.0,0.1,0.3159494829596951,14,0.7586534613845538,0.497971602434077,0.4553752535496957,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,resnet18,adam,100.0,2.0,1.0,0.1952164620161056,8,0.6667166866746699,0.4239350912778905,0.4371196754563894,512,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,0.001,-3.0,1.0,0.1859217738965526,52,0.5549719887955182,0.447261663286004,0.447261663286004,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,0.01,-2.0,1.0,0.4491782989352941,154,0.681922769107643,0.537525354969574,0.5588235294117647,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,0.1,-1.0,1.0,0.7959969979710877,281,0.7747098839535814,0.6014198782961461,0.6166328600405679,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,1.0,0.0,1.0,1.7209687680006027,612,0.8627450980392157,0.59026369168357,0.6004056795131846,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,10.0,1.0,1.0,2.834688195027411,1014,0.937875150060024,0.5750507099391481,0.5740365111561866,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,lbfgs,100.0,2.0,1.0,5.475028872024268,2000,0.9903961584633854,0.5415821501014199,0.5283975659229209,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.001,-3.0,0.001,0.4115307809552178,17,0.5458683473389355,0.4300202839756592,0.4198782961460446,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.001,-3.0,0.01,0.1358759579015895,5,0.5466686674669868,0.422920892494929,0.4137931034482758,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.001,-3.0,0.1,0.1352916089817881,5,0.4727891156462585,0.3955375253549695,0.3914807302231237,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.001,-3.0,1.0,0.1120573109947145,4,0.1290516206482593,0.1217038539553752,0.1196754563894523,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.01,-2.0,0.001,0.847057807026431,35,0.6721688675470188,0.5283975659229209,0.5496957403651116,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.01,-2.0,0.01,0.1962186300661415,8,0.663015206082433,0.5354969574036511,0.5476673427991886,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.01,-2.0,0.1,0.179892597021535,7,0.6157462985194078,0.4929006085192697,0.4645030425963489,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.01,-2.0,1.0,0.1334667969495058,5,0.1668667466986794,0.1501014198782961,0.1561866125760649,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.1,-1.0,0.001,1.851491237990558,79,0.7520008003201281,0.5953346855983773,0.6105476673427992,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.1,-1.0,0.01,0.3679821590194478,15,0.7524509803921569,0.579107505070994,0.6044624746450304,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.1,-1.0,0.1,0.1815281820017844,7,0.7229391756702681,0.5811359026369168,0.5740365111561866,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,0.1,-1.0,1.0,0.1126438881037756,4,0.4012605042016807,0.2890466531440162,0.2839756592292089,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,1.0,0.0,0.001,2.2521083239698783,101,0.7810124049619848,0.5851926977687627,0.6166328600405679,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,1.0,0.0,0.01,0.6083173640072346,27,0.8070728291316527,0.5801217038539553,0.6115618661257607,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,1.0,0.0,0.1,0.1801444999873638,7,0.7816126450580232,0.5588235294117647,0.5780933062880325,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,1.0,0.0,1.0,0.1327706469455734,5,0.5843337334933973,0.4198782961460446,0.4219066937119675,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,10.0,1.0,0.001,3.424101852113381,152,0.8032212885154062,0.5892494929006086,0.6044624746450304,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,10.0,1.0,0.01,0.7403645298909396,33,0.8242797118847539,0.5801217038539553,0.5780933062880325,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,10.0,1.0,0.1,0.1838269770378247,7,0.7884653861544618,0.577079107505071,0.577079107505071,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,10.0,1.0,1.0,0.1596446270123124,6,0.6982793117246898,0.4878296146044624,0.4858012170385395,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,100.0,2.0,0.001,3.378335964982398,152,0.803671468587435,0.59026369168357,0.603448275862069,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,100.0,2.0,0.01,0.7430589689174667,33,0.8253301320528211,0.579107505070994,0.5780933062880325,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,100.0,2.0,0.1,0.1782293720170855,7,0.7882152861144458,0.5740365111561866,0.5730223123732252,1024,19992,986,986,2000,1e-06,cuda:2
m-so2sat,dinov3sat,adam,100.0,2.0,1.0,0.1776732489233836,7,0.7223389355742297,0.5212981744421906,0.4847870182555781,1024,19992,986,986,2000,1e-06,cuda:2
m-brick-kiln,resnet18,lbfgs,0.0001,-4.0,1.0,0.2594993619713932,15,0.862444400185886,0.8788788788788788,0.8648648648648649,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,lbfgs,1000.0,3.0,1.0,0.9310185440117493,319,0.9680010622054039,0.9569569569569569,0.953953953953954,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,1e-05,19.057652632007375,1246,0.8741286596295559,0.8878878878878879,0.8718718718718719,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,3e-05,8.819756907061674,580,0.8742614353050521,0.8878878878878879,0.8718718718718719,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.0001,3.0748394379625097,189,0.8733320055765784,0.8868868868868869,0.8718718718718719,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.0003,1.0460465260548517,64,0.8772488880037177,0.8898898898898899,0.8718718718718719,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.001,0.7694937660126016,47,0.869415123149439,0.8808808808808809,0.8688688688688688,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.003,0.4465316729620099,27,0.8350926110336586,0.8438438438438438,0.8388388388388388,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.01,0.17074530408717692,10,0.8871406758281882,0.9059059059059059,0.8828828828828829,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.03,0.10794496699236333,6,0.8450507866958773,0.8508508508508509,0.8508508508508509,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.1,0.12420574994757771,7,0.8791077474606652,0.8978978978978979,0.8768768768768769,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,0.3,0.12214557803235948,7,0.7903472083914227,0.7827827827827828,0.7857857857857858,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,1.0,0.12186552805360407,7,0.6846577706964084,0.6936936936936937,0.6846846846846847,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.0001,-4.0,3.0,0.12144659203477204,7,0.33612162251875455,0.33633633633633636,0.33633633633633636,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,0.001,-3.0,1e-05,25.939877500059083,1714,0.9255128460466042,0.934934934934935,0.9219219219219219,512,15063,999,999,2000,1e-06,cuda:2
